通番	文番号	単語	標準ペルシア語１	意味１	標準ペルシア語２	意味２	標準ペルシア語3	意味３	標準ペルシア語４	意味４
5285	4023	من	من	私						
5287	4023	من	من	私						
6020	4023	من	من	私						
5321	4028	من	من	私						
5323	4028	من	من	私						
3870	5008	من	من	私						
1571	5011	من	من	私						
3927	5026	من	من	私						
1654	5027	من	من	私						
5417	5030	من	من	私						
1685	5032	من	من	私						
6070	5049	من	من	私						
6079	5060	من	من	私						
6081	5060	من	من	私						
4157	6005	من	من	私						
6096	6006	من	من	私						
6100	6015	من	من	私						
6287	6016	من	من	私						
6110	6017	من	من	私						
6112	6018	من	من	私						
4255	7005	من	من	私						
5622	8005	من	من	私						
4342	8011	من	من	私						
4349	8012	من	من	私						
6293	9012	من	من	私						
4422	9014	من	من	私						
4554	10009	من	من	私						
5667	9006	منه	من	私						
443	2003	منگول	منگول	マングール						
2817	2006	منگول	منگول	マングール						
4840	2011	منگول	منگول	マングール						
4872	2018	منگول	منگول	マングール						
2947	2022	منگول	منگول	マングール						
5913	2025	منگول	منگول	マングール						
5919	2026	منگول	منگول	マングール						
4933	2035	منگول	منگول	マングール						
4953	2040	منگول	منگول	マングール						
6272	2041	منگول	منگول	マングール						
4961	2042	منگول	منگول	マングール						
4981	2046	منگول	منگول	マングール						
6276	2047	منگول	منگول	マングール						
4994	2049	منگول	منگول	マングール						
854	2059	منگول	منگول	マングール						
911	2062	منگول	منگول	マングール						
5975	3010	منگول	منگول	マングール						
5122	3013	منگول	منگول	マングール						
3394	3015	منگول	منگول	マングール						
3417	3021	منگول	منگول	マングール						
1222	3042	منگول	منگول	マングール						
3560	4001	منگول	منگول	マングール						
5210	4002	منگول	منگول	マングール						
5218	4004	منگول	منگول	マングール						
5228	4008	منگول	منگول	マングール						
5242	4014	منگول	منگول	マングール						
5250	4016	منگول	منگول	マングール						
5259	4018	منگول	منگول	マングール						
3652	4019	منگول	منگول	マングール						
5286	4023	منگول	منگول	マングール						
5296	4024	منگول	منگول	マングール						
5322	4028	منگول	منگول	マングール						
5330	4029	منگول	منگول	マングール						
3820	4037	منگول	منگول	マングール						
5868	2001	مهربون	مهربان	親切な						
2596	1030	مهمان	مهمان	客						
2821	2006	مواظب	مواظب	注意深い						
5670	9008	مواظبت	مواظبت	注意						
5676	9010	مواظبت	مواظبت	注意						
4354	8013	موقع	موقع	時						
3807	4036	میدان	میدان	広場						
3809	4036	میدان	میدان	広場						
3771	4030	میدانی	میدان	広場						
6280	2061	میدون	میدان	広場						
1159	3036	میدون	میدان	広場						
4594	10016	میل	میل	望み						
4598	10017	میل	میل	望み						
235	1030	نا	نا	否定を表す接尾辞						
2839	2006	نا	نا	否定を表す接尾辞						
5403	5023	ناتوان	ناتوان	弱い						
3279	2062	ناخن	ناخن	爪						
3243	2059	ناراحت	ناراحت	心地よくない						
4385	9005	ناراحت	ناراحت	心地よくない						
4414	9012	ناراحت	ناراحت	心地よくない						
1738	5043	ناله	ناله	うめき（声）						
6170	1005	نون	نان	パン						
5785	10015	ناهار	ناهار	昼食						
4310	8005	نتیجه	نتیجه	結果						
3436	3024	نجار	نجار	大工						
238	1030	نخ	نخ	糸						
241	1030	نخ	نخ	糸						
2607	1030	نخ ها	نخ	糸						
5029	2058	نخوده	نخود	えんどう						
1138	3033	نخوده	نخود	えんどう						
5491	5060	نردبان	نردبان	はしご						
2763	1055	نزدیک	نزدیک	近い						
2825	2006	نزدیک	نزدیک	近い						
3456	3028	نسبت	نسبت	関連						
2297	10004	نسبت	نسبت	関連						
5097	3008	نشون	نشان	しるし						
4319	8009	نشون	نشان	しるし						
2779	1055	مینشونند	نشاندن	座らせる						
3782	4032	بشینیم	نشستن	座る						
4270	7006	میشینه	نشستن	座る						
4276	7007	میشینه	نشستن	座る						
2015	7004	مینشسته	نشستن	座る						
2740	1052	نصف	نصف	半分						
5056	2061	نفر	نفر	人						
5562	6015	نگاه	نگاه	見ること						
4211	6016	نگاه	نگاه	見ること						
3574	4003	نگه	نگاه	見ること						
472	2006	ننه	ننه	おかあちゃん						
2471	1010	نه	نه	（否定の答え）いいえ						
2524	1019	نه	نه	（否定の答え）いいえ						
2556	1026	نه	نه	（否定の答え）いいえ						
488	2007	نه	نه	（否定の答え）いいえ						
2892	2015	نه	نه	（否定の答え）いいえ						
2894	2015	نه	نه	（否定の答え）いいえ						
3017	2032	نه	نه	（否定の答え）いいえ						
4172	6008	نه	نه	（否定の答え）いいえ						
4176	6009	نه	نه	（否定の答え）いいえ						
4213	6016	نه	نه	（否定の答え）いいえ						
4218	6016	نه	نه	（否定の答え）いいえ						
2920	2017	نو	نو	新しい						
3835	4042	هاچین	هاچین	該当無						
3582	4003	های	های	ああ						
1381	4020	های	های	ああ						
1389	4021	های	های	ああ						
1409	4026	های	های	ああ						
3080	2041	هر	هر	おのおのの						
3125	2047	هر	هر	おのおのの						
5421	5033	هر	هر	おのおのの						
4000	5044	هر	هر	おのおのの						
4006	5046	هر	هر	おのおのの						
6115	7005	هر	هر	おのおのの						
5602	7006	هر	هر	おのおのの						
5606	7007	هر	هر	おのおのの						
5680	9012	هر	هر	おのおのの						
6145	9019	هر	هر	おのおのの						
4510	10002	هر	هر	おのおのの						
867	2061	هرچی	هرچه	・・・するものは何でも						
91	1011	هم	هم	・・もまた						
262	1032	هم	هم	・・もまた						
347	1045	هم	هم	・・もまた						
398	1054	هم	هم	・・もまた						
409	1055	هم	هم	・・もまた						
414	1056	هم	هم	・・もまた						
676	2034	هم	هم	・・もまた						
807	2054	هم	هم	・・もまた						
897	2062	هم	هم	・・もまた						
917	2063	هم	هم	・・もまた						
967	3003	هم	هم	・・もまた						
1104	3028	هم	هم	・・もまた						
1143	3033	هم	هم	・・もまた						
1216	3042	هم	هم	・・もまた						
1349	4016	هم	هم	・・もまた						
1408	4026	هم	هم	・・もまた						
1455	4034	هم	هم	・・もまた						
1508	4039	هم	هم	・・もまた						
1540	5004	هم	هم	・・もまた						
1596	5014	هم	هم	・・もまた						
1602	5015	هم	هم	・・もまた						
1610	5017	هم	هم	・・もまた						
1624	5021	هم	هم	・・もまた						
1629	5022	هم	هم	・・もまた						
1707	5037	هم	هم	・・もまた						
1783	5050	هم	هم	・・もまた						
4062	5058	هم	هم	・・もまた						
1849	5063	هم	هم	・・もまた						
2176	9009	هم	هم	・・もまた						
2266	9025	هم	هم	・・もまた						
2285	10002	هم	هم	・・もまた						
2330	10009	هم	هم	・・もまた						
501	2010	همِنقدر	همانقدر	まさにこれだけ						
6212	2058	همبونه	همبونه	革袋						
3431	3024	همبونه	همبونه	革袋						
3461	3028	همبونه	همبونه	革袋						
5996	3032	همبونه	همبونه	革袋						
5943	2051	همچین	همچنین	このように						
1203	3040	همچین	همچین	همچنینの短縮形						
1204	3040	همچینی	همچین	همچنینの短縮形						
3158	2050	همه	همه	すべて						
3258	2060	همه	همه	すべて						
1097	3027	همه	همه	すべて						
1165	3037	همه	همه	すべて						
1790	5051	همه	همه	すべて						
1793	5052	همه	همه	すべて						
5466	5053	همه	همه	すべて						
4123	5067	همه	همه	すべて						
4364	9001	همه	همه	すべて						
3251	2059	همین	همین	まさしくこの						
1085	3026	همین	همین	まさしくこの						
5165	3031	همین	همین	まさしくこの						
1868	5066	همینجور	همینجور	このように						
329	1041	همینطور	همینطور	このように						
4478	9022	همینطور	همینطور	このように						
299	1035	همینطوری	همینطور	このように						
5782	10015	هنگام	هنگام	時						
1979	6018	هنوز	هنوز	まだ						
1430	4031	هو	هو	彼						
1491	4037	هو	هو	彼						
4950	2040	هوا	هوا	空気						
5283	4023	هوا	هوا	空気						
5319	4028	هوا	هوا	空気						
4940	2036	هوای	هوا	空気						
5788	10019	هوش	هوش	知性						
979	3005	هی	هی	おや！						
1038	3017	هی	هی	おや！						
1175	3038	هی	هی	おや！						
1190	3039	هی	هی	おや！						
1195	3040	هی	هی	おや！						
1202	3040	هی	هی	おや！						
1446	4033	هی	هی	おや！						
2029	7007	هی	هی	おや！						
2410	1001	هیچ	هیچ	（否定とともに）何も・・・ない						
2792	2001	هیچ	هیچ	（否定とともに）何も・・・ない						
4846	2012	هیچ	هیچ	（否定とともに）何も・・・ない						
2417	1002	و	و	そして						
30	1005	و	و	そして						
33	1005	و	و	そして						
36	1005	و	و	そして						
41	1005	و	و	そして						
45	1005	و	و	そして						
47	1005	و	و	そして						
49	1005	و	و	そして						
51	1005	و	و	そして						
110	1014	و	و	そして						
112	1014	و	و	そして						
114	1014	و	و	そして						
117	1014	و	و	そして						
120	1014	و	و	そして						
123	1014	و	و	そして						
131	1015	و	و	そして						
4661	1020	و	و	そして						
155	1022	و	و	そして						
157	1022	و	و	そして						
169	1023	و	و	そして						
2551	1023	و	و	そして						
2564	1027	و	و	そして						
2567	1027	و	و	そして						
2571	1027	و	و	そして						
5811	1027	و	و	そして						
196	1028	و	و	そして						
198	1028	و	و	そして						
200	1028	و	و	そして						
207	1029	و	و	そして						
210	1029	و	و	そして						
213	1029	و	و	そして						
217	1029	و	و	そして						
219	1029	و	و	そして						
221	1029	و	و	そして						
233	1030	و	و	そして						
240	1030	و	و	そして						
243	1030	و	و	そして						
4694	1031	و	و	そして						
4696	1031	و	و	そして						
283	1033	و	و	そして						
286	1033	و	و	そして						
294	1034	و	و	そして						
302	1035	و	و	そして						
304	1035	و	و	そして						
306	1035	و	و	そして						
4740	1041	و	و	そして						
4742	1041	و	و	そして						
4744	1041	و	و	そして						
4755	1046	و	و	そして						
4757	1046	و	و	そして						
4759	1046	و	و	そして						
378	1051	و	و	そして						
396	1054	و	و	そして						
400	1054	و	و	そして						
2750	1054	و	و	そして						
2760	1055	و	و	そして						
2766	1055	و	و	そして						
2777	1055	و	و	そして						
